model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 spatialKnot      rho            pressure         lagrangianMass      Phi                    redshiftFactor              volumeFactor
.1207927E+07    .4122512E+13    .5059987E+31    .3685023E+34        -0.2977360493E+00         0.7424972965E+00         0.1351332537E+01
.1207990E+07    .4070511E+13    .4981253E+31    .3685028E+34        -0.2977147227E+00         0.7425131317E+00         0.1351304355E+01
.1208052E+07    .4018511E+13    .4902964E+31    .3685032E+34        -0.2976932440E+00         0.7425290801E+00         0.1351276178E+01
.1208114E+07    .3969490E+13    .4829569E+31    .3685037E+34        -0.2976728531E+00         0.7425442211E+00         0.1351248267E+01
.1208176E+07    .3919326E+13    .4754877E+31    .3685041E+34        -0.2976518410E+00         0.7425598236E+00         0.1351220685E+01
.1208237E+07    .3869878E+13    .4681666E+31    .3685045E+34        -0.2976309820E+00         0.7425753128E+00         0.1351193091E+01
.1208298E+07    .3820432E+13    .4608872E+31    .3685050E+34        -0.2976099752E+00         0.7425909121E+00         0.1351165501E+01
.1208358E+07    .3773832E+13    .4540651E+31    .3685054E+34        -0.2975900390E+00         0.7426057167E+00         0.1351138176E+01
.1208418E+07    .3726137E+13    .4471215E+31    .3685058E+34        -0.2975694922E+00         0.7426209751E+00         0.1351111174E+01
.1208478E+07    .3679119E+13    .4403152E+31    .3685062E+34        -0.2975490942E+00         0.7426361232E+00         0.1351084161E+01
.1208538E+07    .3632103E+13    .4335480E+31    .3685066E+34        -0.2975285525E+00         0.7426513784E+00         0.1351057153E+01
.1208597E+07    .3587804E+13    .4272075E+31    .3685070E+34        -0.2975090629E+00         0.7426658525E+00         0.1351030406E+01
.1208656E+07    .3542457E+13    .4207533E+31    .3685074E+34        -0.2974889738E+00         0.7426807721E+00         0.1351003978E+01
.1208714E+07    .3497751E+13    .4144265E+31    .3685077E+34        -0.2974690296E+00         0.7426955845E+00         0.1350977539E+01
.1208773E+07    .3453048E+13    .4081363E+31    .3685081E+34        -0.2974489453E+00         0.7427105011E+00         0.1350951105E+01
.1208831E+07    .3410936E+13    .4022440E+31    .3685085E+34        -0.2974298937E+00         0.7427246511E+00         0.1350924930E+01
.1208888E+07    .3367822E+13    .3962453E+31    .3685088E+34        -0.2974102542E+00         0.7427392380E+00         0.1350899067E+01
.1208945E+07    .3325316E+13    .3903650E+31    .3685092E+34        -0.2973907557E+00         0.7427537204E+00         0.1350873195E+01
.1209003E+07    .3282813E+13    .3845186E+31    .3685095E+34        -0.2973711207E+00         0.7427683045E+00         0.1350847326E+01
.1209059E+07    .3242779E+13    .3790430E+31    .3685099E+34        -0.2973524980E+00         0.7427821370E+00         0.1350821714E+01
.1209115E+07    .3201790E+13    .3734681E+31    .3685102E+34        -0.2973332992E+00         0.7427963976E+00         0.1350796408E+01
.1209171E+07    .3161377E+13    .3680031E+31    .3685105E+34        -0.2973142380E+00         0.7428105564E+00         0.1350771092E+01
.1209227E+07    .3120968E+13    .3625697E+31    .3685108E+34        -0.2972950435E+00         0.7428248144E+00         0.1350745781E+01
.1209283E+07    .3082909E+13    .3574813E+31    .3685111E+34        -0.2972768400E+00         0.7428383365E+00         0.1350720722E+01
.1209338E+07    .3043939E+13    .3523004E+31    .3685114E+34        -0.2972580726E+00         0.7428522778E+00         0.1350695962E+01
.1209392E+07    .3005519E+13    .3472215E+31    .3685118E+34        -0.2972394395E+00         0.7428661196E+00         0.1350671193E+01
.1209447E+07    .2967101E+13    .3421722E+31    .3685121E+34        -0.2972206761E+00         0.7428800584E+00         0.1350646429E+01
.1209501E+07    .2930919E+13    .3374433E+31    .3685123E+34        -0.2972028817E+00         0.7428932776E+00         0.1350621913E+01
.1209555E+07    .2893871E+13    .3326285E+31    .3685126E+34        -0.2971845358E+00         0.7429069068E+00         0.1350597688E+01
.1209609E+07    .2857346E+13    .3279085E+31    .3685129E+34        -0.2971663213E+00         0.7429204386E+00         0.1350573456E+01
.1209662E+07    .2820823E+13    .3232159E+31    .3685132E+34        -0.2971479792E+00         0.7429340655E+00         0.1350549228E+01
.1209715E+07    .2786424E+13    .3188209E+31    .3685134E+34        -0.2971305832E+00         0.7429469896E+00         0.1350525244E+01
.1209768E+07    .2751204E+13    .3143461E+31    .3685137E+34        -0.2971126486E+00         0.7429603142E+00         0.1350501543E+01
.1209820E+07    .2716481E+13    .3099595E+31    .3685140E+34        -0.2970948424E+00         0.7429735436E+00         0.1350477836E+01
.1209872E+07    .2681762E+13    .3055982E+31    .3685142E+34        -0.2970769113E+00         0.7429868661E+00         0.1350454132E+01
.1209924E+07    .2649057E+13    .3015130E+31    .3685145E+34        -0.2970599028E+00         0.7429995033E+00         0.1350430667E+01
.1209976E+07    .2615575E+13    .2973538E+31    .3685147E+34        -0.2970423686E+00         0.7430125313E+00         0.1350407478E+01
.1210027E+07    .2582568E+13    .2932766E+31    .3685150E+34        -0.2970249603E+00         0.7430254660E+00         0.1350384283E+01
.1210078E+07    .2549563E+13    .2892229E+31    .3685152E+34        -0.2970074294E+00         0.7430384920E+00         0.1350361091E+01
.1210129E+07    .2518469E+13    .2854249E+31    .3685155E+34        -0.2969907971E+00         0.7430508505E+00         0.1350338133E+01
.1210179E+07    .2486640E+13    .2815586E+31    .3685157E+34        -0.2969736521E+00         0.7430635902E+00         0.1350315443E+01
.1210229E+07    .2455264E+13    .2777686E+31    .3685159E+34        -0.2969566309E+00         0.7430762382E+00         0.1350292747E+01
.1210279E+07    .2423891E+13    .2740002E+31    .3685161E+34        -0.2969394890E+00         0.7430889760E+00         0.1350270054E+01
.1210329E+07    .2394328E+13    .2704687E+31    .3685163E+34        -0.2969232214E+00         0.7431010644E+00         0.1350247590E+01
.1210378E+07    .2364070E+13    .2668739E+31    .3685166E+34        -0.2969064542E+00         0.7431135243E+00         0.1350225385E+01
.1210427E+07    .2334246E+13    .2633503E+31    .3685168E+34        -0.2968898088E+00         0.7431258938E+00         0.1350203175E+01
.1210476E+07    .2304425E+13    .2598466E+31    .3685170E+34        -0.2968730445E+00         0.7431383519E+00         0.1350180968E+01
.1210525E+07    .2276316E+13    .2565619E+31    .3685172E+34        -0.2968571297E+00         0.7431501789E+00         0.1350158983E+01
.1210573E+07    .2247553E+13    .2532189E+31    .3685174E+34        -0.2968407286E+00         0.7431623674E+00         0.1350137249E+01
.1210621E+07    .2219205E+13    .2499423E+31    .3685176E+34        -0.2968244474E+00         0.7431744671E+00         0.1350115511E+01
.1210669E+07    .2190860E+13    .2466840E+31    .3685178E+34        -0.2968080491E+00         0.7431866540E+00         0.1350093775E+01
.1210716E+07    .2164133E+13    .2436281E+31    .3685180E+34        -0.2967924752E+00         0.7431982285E+00         0.1350072256E+01
.1210763E+07    .2136791E+13    .2405185E+31    .3685181E+34        -0.2967764283E+00         0.7432101545E+00         0.1350050979E+01
.1210810E+07    .2109847E+13    .2374708E+31    .3685183E+34        -0.2967604997E+00         0.7432219929E+00         0.1350029698E+01
.1210857E+07    .2082906E+13    .2344400E+31    .3685185E+34        -0.2967444554E+00         0.7432339175E+00         0.1350008420E+01
.1210904E+07    .2057492E+13    .2315960E+31    .3685187E+34        -0.2967292104E+00         0.7432452482E+00         0.1349987351E+01
.1210950E+07    .2031501E+13    .2287027E+31    .3685189E+34        -0.2967135057E+00         0.7432569207E+00         0.1349966516E+01
.1210996E+07    .2005892E+13    .2258672E+31    .3685190E+34        -0.2966979178E+00         0.7432685066E+00         0.1349945678E+01
.1211042E+07    .1980286E+13    .2230470E+31    .3685192E+34        -0.2966822156E+00         0.7432801777E+00         0.1349924842E+01
.1211087E+07    .1956121E+13    .2203994E+31    .3685194E+34        -0.2966672875E+00         0.7432912735E+00         0.1349904209E+01
.1211132E+07    .1931414E+13    .2177065E+31    .3685195E+34        -0.2966519129E+00         0.7433027014E+00         0.1349883802E+01
.1211178E+07    .1907074E+13    .2150675E+31    .3685197E+34        -0.2966366539E+00         0.7433140436E+00         0.1349863391E+01
.1211223E+07    .1882738E+13    .2124426E+31    .3685198E+34        -0.2966212816E+00         0.7433254701E+00         0.1349842983E+01
.1211267E+07    .1859759E+13    .2099768E+31    .3685200E+34        -0.2966066585E+00         0.7433363399E+00         0.1349822771E+01
.1211311E+07    .1836273E+13    .2074695E+31    .3685201E+34        -0.2965916020E+00         0.7433475320E+00         0.1349802777E+01
.1211356E+07    .1813141E+13    .2050126E+31    .3685203E+34        -0.2965766598E+00         0.7433586393E+00         0.1349782779E+01
.1211400E+07    .1790011E+13    .2025686E+31    .3685204E+34        -0.2965616055E+00         0.7433698302E+00         0.1349762783E+01
.1211443E+07    .1768160E+13    .2002713E+31    .3685206E+34        -0.2965472755E+00         0.7433804828E+00         0.1349742977E+01
.1211487E+07    .1745835E+13    .1979359E+31    .3685207E+34        -0.2965325250E+00         0.7433914480E+00         0.1349723380E+01
.1211530E+07    .1723850E+13    .1956477E+31    .3685208E+34        -0.2965178879E+00         0.7434023292E+00         0.1349703780E+01
.1211573E+07    .1701868E+13    .1933713E+31    .3685210E+34        -0.2965031395E+00         0.7434132933E+00         0.1349684182E+01
.1211616E+07    .1681088E+13    .1912300E+31    .3685211E+34        -0.2964890911E+00         0.7434237372E+00         0.1349664767E+01
.1211659E+07    .1659866E+13    .1890538E+31    .3685212E+34        -0.2964746348E+00         0.7434344844E+00         0.1349645553E+01
.1211701E+07    .1638972E+13    .1869219E+31    .3685214E+34        -0.2964602910E+00         0.7434451481E+00         0.1349626335E+01
.1211743E+07    .1618081E+13    .1848007E+31    .3685215E+34        -0.2964458367E+00         0.7434558942E+00         0.1349607120E+01
.1211785E+07    .1598320E+13    .1828039E+31    .3685216E+34        -0.2964320584E+00         0.7434661379E+00         0.1349588082E+01
.1211827E+07    .1578147E+13    .1807754E+31    .3685217E+34        -0.2964178846E+00         0.7434766756E+00         0.1349569235E+01
.1211869E+07    .1558290E+13    .1787881E+31    .3685219E+34        -0.2964038225E+00         0.7434871305E+00         0.1349550386E+01
.1211910E+07    .1538436E+13    .1768108E+31    .3685220E+34        -0.2963896506E+00         0.7434976673E+00         0.1349531539E+01
.1211951E+07    .1519643E+13    .1749480E+31    .3685221E+34        -0.2963761313E+00         0.7435077189E+00         0.1349512862E+01
.1211992E+07    .1500467E+13    .1730561E+31    .3685222E+34        -0.2963622286E+00         0.7435180557E+00         0.1349494369E+01
.1212033E+07    .1481596E+13    .1712030E+31    .3685223E+34        -0.2963484369E+00         0.7435283102E+00         0.1349475874E+01
.1212074E+07    .1462726E+13    .1693589E+31    .3685224E+34        -0.2963345360E+00         0.7435386460E+00         0.1349457381E+01
.1212114E+07    .1444854E+13    .1676203E+31    .3685225E+34        -0.2963212648E+00         0.7435485137E+00         0.1349439051E+01
.1212154E+07    .1426626E+13    .1658551E+31    .3685226E+34        -0.2963076221E+00         0.7435586578E+00         0.1349420897E+01
.1212195E+07    .1408691E+13    .1641263E+31    .3685227E+34        -0.2962940897E+00         0.7435687200E+00         0.1349402741E+01
.1212235E+07    .1390758E+13    .1624057E+31    .3685229E+34        -0.2962804486E+00         0.7435788631E+00         0.1349384588E+01
.1212274E+07    .1373761E+13    .1607822E+31    .3685230E+34        -0.2962674153E+00         0.7435885544E+00         0.1349366591E+01
.1212314E+07    .1356434E+13    .1591346E+31    .3685231E+34        -0.2962540218E+00         0.7435985138E+00         0.1349348763E+01
.1212353E+07    .1339389E+13    .1575210E+31    .3685231E+34        -0.2962407380E+00         0.7436083917E+00         0.1349330933E+01
.1212392E+07    .1322345E+13    .1559149E+31    .3685232E+34        -0.2962273460E+00         0.7436183501E+00         0.1349313105E+01
.1212431E+07    .1306181E+13    .1543983E+31    .3685233E+34        -0.2962145407E+00         0.7436278725E+00         0.1349295428E+01
.1212470E+07    .1289709E+13    .1528596E+31    .3685234E+34        -0.2962013860E+00         0.7436376547E+00         0.1349277913E+01
.1212509E+07    .1273509E+13    .1513529E+31    .3685235E+34        -0.2961883405E+00         0.7436473559E+00         0.1349260395E+01
.1212547E+07    .1257311E+13    .1498530E+31    .3685236E+34        -0.2961751874E+00         0.7436571372E+00         0.1349242880E+01
.1212586E+07    .1241938E+13    .1484356E+31    .3685237E+34        -0.2961626009E+00         0.7436664974E+00         0.1349225510E+01
.1212624E+07    .1226280E+13    .1469980E+31    .3685238E+34        -0.2961496754E+00         0.7436761097E+00         0.1349208294E+01
.1212662E+07    .1210883E+13    .1455905E+31    .3685239E+34        -0.2961368584E+00         0.7436856414E+00         0.1349191077E+01
.1212700E+07    .1195487E+13    .1441892E+31    .3685240E+34        -0.2961239344E+00         0.7436952529E+00         0.1349173862E+01
.1212737E+07    .1180866E+13    .1428640E+31    .3685240E+34        -0.2961115583E+00         0.7437044570E+00         0.1349156786E+01
.1212775E+07    .1165981E+13    .1415204E+31    .3685241E+34        -0.2960988529E+00         0.7437139061E+00         0.1349139859E+01
.1212812E+07    .1151346E+13    .1402050E+31    .3685242E+34        -0.2960862554E+00         0.7437232751E+00         0.1349122931E+01
.1212850E+07    .1136713E+13    .1388952E+31    .3685243E+34        -0.2960735517E+00         0.7437327232E+00         0.1349106004E+01
.1212887E+07    .1122808E+13    .1376558E+31    .3685244E+34        -0.2960613786E+00         0.7437417768E+00         0.1349089212E+01
.1212923E+07    .1108657E+13    .1363996E+31    .3685244E+34        -0.2960488854E+00         0.7437510685E+00         0.1349072563E+01
.1212960E+07    .1094746E+13    .1351698E+31    .3685245E+34        -0.2960364992E+00         0.7437602809E+00         0.1349055912E+01
.1212997E+07    .1080836E+13    .1339452E+31    .3685246E+34        -0.2960240076E+00         0.7437695717E+00         0.1349039264E+01
.1213033E+07    .1067613E+13    .1327858E+31    .3685246E+34        -0.2960120318E+00         0.7437784790E+00         0.1349022745E+01
.1213070E+07    .1054159E+13    .1316109E+31    .3685247E+34        -0.2959997439E+00         0.7437876185E+00         0.1349006365E+01
.1213106E+07    .1040934E+13    .1304608E+31    .3685248E+34        -0.2959875618E+00         0.7437966794E+00         0.1348989984E+01
.1213142E+07    .1027710E+13    .1293155E+31    .3685249E+34        -0.2959752755E+00         0.7438058180E+00         0.1348973605E+01
.1213178E+07    .1015135E+13    .1282308E+31    .3685249E+34        -0.2959634927E+00         0.7438145822E+00         0.1348957352E+01
.1213213E+07    .1002343E+13    .1271319E+31    .3685250E+34        -0.2959514046E+00         0.7438235735E+00         0.1348941234E+01
.1213249E+07    .9897698E+12    .1260561E+31    .3685251E+34        -0.2959394211E+00         0.7438324872E+00         0.1348925115E+01
.1213285E+07    .9771968E+12    .1249848E+31    .3685251E+34        -0.2959273347E+00         0.7438414775E+00         0.1348908997E+01
.1213320E+07    .9652394E+12    .1239701E+31    .3685252E+34        -0.2959157425E+00         0.7438501004E+00         0.1348893004E+01
.1213355E+07    .9530759E+12    .1229421E+31    .3685252E+34        -0.2959038506E+00         0.7438589462E+00         0.1348877143E+01
.1213390E+07    .9411196E+12    .1219357E+31    .3685253E+34        -0.2958920614E+00         0.7438677157E+00         0.1348861281E+01
.1213425E+07    .9291635E+12    .1209336E+31    .3685254E+34        -0.2958801713E+00         0.7438765605E+00         0.1348845421E+01
.1213460E+07    .9177942E+12    .1199846E+31    .3685254E+34        -0.2958687692E+00         0.7438850422E+00         0.1348829684E+01
.1213494E+07    .9062274E+12    .1190231E+31    .3685255E+34        -0.2958570716E+00         0.7438937439E+00         0.1348814078E+01
.1213529E+07    .8948564E+12    .1180818E+31    .3685255E+34        -0.2958454745E+00         0.7439023710E+00         0.1348798470E+01
.1213563E+07    .8834852E+12    .1171444E+31    .3685256E+34        -0.2958337787E+00         0.7439110716E+00         0.1348782865E+01
.1213597E+07    .8726762E+12    .1162572E+31    .3685257E+34        -0.2958225680E+00         0.7439194114E+00         0.1348767383E+01
.1213631E+07    .8616762E+12    .1153581E+31    .3685257E+34        -0.2958110644E+00         0.7439279692E+00         0.1348752031E+01
.1213665E+07    .8508605E+12    .1144778E+31    .3685258E+34        -0.2957996587E+00         0.7439364543E+00         0.1348736678E+01
.1213699E+07    .8400446E+12    .1136013E+31    .3685258E+34        -0.2957881568E+00         0.7439450110E+00         0.1348721327E+01
.1213733E+07    .8297689E+12    .1127722E+31    .3685259E+34        -0.2957771389E+00         0.7439532078E+00         0.1348706101E+01
.1213766E+07    .8193079E+12    .1119317E+31    .3685259E+34        -0.2957658299E+00         0.7439616212E+00         0.1348691004E+01
.1213799E+07    .8090205E+12    .1111087E+31    .3685260E+34        -0.2957546159E+00         0.7439699640E+00         0.1348675908E+01
.1213833E+07    .7987331E+12    .1102894E+31    .3685260E+34        -0.2957433082E+00         0.7439783767E+00         0.1348660812E+01
.1213866E+07    .7889647E+12    .1095147E+31    .3685261E+34        -0.2957324821E+00         0.7439864311E+00         0.1348645842E+01
.1213898E+07    .7790174E+12    .1087292E+31    .3685261E+34        -0.2957213668E+00         0.7439947008E+00         0.1348631002E+01
.1213931E+07    .7692351E+12    .1079601E+31    .3685262E+34        -0.2957103443E+00         0.7440029015E+00         0.1348616162E+01
.1213964E+07    .7594539E+12    .1071943E+31    .3685262E+34        -0.2956992295E+00         0.7440111710E+00         0.1348601323E+01
.1213997E+07    .7501664E+12    .1064702E+31    .3685262E+34        -0.2956885866E+00         0.7440190894E+00         0.1348586606E+01
.1214029E+07    .7407109E+12    .1057359E+31    .3685263E+34        -0.2956776592E+00         0.7440272197E+00         0.1348572017E+01
.1214061E+07    .7314164E+12    .1050170E+31    .3685263E+34        -0.2956668239E+00         0.7440352815E+00         0.1348557427E+01
.1214093E+07    .7221249E+12    .1043010E+31    .3685264E+34        -0.2956558952E+00         0.7440434129E+00         0.1348542839E+01
.1214125E+07    .7132907E+12    .1036227E+31    .3685264E+34        -0.2956454106E+00         0.7440512139E+00         0.1348528364E+01
.1214157E+07    .7043095E+12    .1029353E+31    .3685265E+34        -0.2956346528E+00         0.7440592183E+00         0.1348514007E+01
.1214189E+07    .6954933E+12    .1022626E+31    .3685265E+34        -0.2956239906E+00         0.7440671517E+00         0.1348499649E+01
.1214220E+07    .6866836E+12    .1015922E+31    .3685265E+34        -0.2956132289E+00         0.7440751591E+00         0.1348485292E+01
.1214252E+07    .6782724E+12    .1009535E+31    .3685266E+34        -0.2956028469E+00         0.7440828842E+00         0.1348471026E+01
.1214283E+07    .6697535E+12    .1003076E+31    .3685266E+34        -0.2955922176E+00         0.7440907933E+00         0.1348456853E+01
.1214315E+07    .6614166E+12    .9967623E+30    .3685267E+34        -0.2955816948E+00         0.7440986232E+00         0.1348442680E+01
.1214346E+07    .6530917E+12    .9904596E+30    .3685267E+34        -0.2955710577E+00         0.7441065383E+00         0.1348428508E+01
.1214377E+07    .6450682E+12    .9843825E+30    .3685267E+34        -0.2955606723E+00         0.7441142663E+00         0.1348414379E+01
.1214408E+07    .6370061E+12    .9782679E+30    .3685268E+34        -0.2955500915E+00         0.7441221396E+00         0.1348400296E+01
.1214439E+07    .6291608E+12    .9723035E+30    .3685268E+34        -0.2955396414E+00         0.7441299158E+00         0.1348386213E+01
.1214470E+07    .6213342E+12    .9663324E+30    .3685268E+34        -0.2955290484E+00         0.7441377984E+00         0.1348372130E+01
.1214502E+07    .6136577E+12    .9604479E+30    .3685269E+34        -0.2955184781E+00         0.7441456642E+00         0.1348358007E+01
.1214533E+07    .6060517E+12    .9545815E+30    .3685269E+34        -0.2955078084E+00         0.7441536041E+00         0.1348343844E+01
.1214564E+07    .5987175E+12    .9488817E+30    .3685270E+34        -0.2954973134E+00         0.7441614140E+00         0.1348329680E+01
.1214596E+07    .5914080E+12    .9431492E+30    .3685270E+34        -0.2954866283E+00         0.7441693655E+00         0.1348315518E+01
.1214623E+07    .5880145E+12    .9404673E+30    .3685270E+34        -0.2954815840E+00         0.7441731193E+00         0.1348303089E+01
.1214647E+07    .5826977E+12    .9362353E+30    .3685270E+34        -0.2954735651E+00         0.7441790868E+00         0.1348292433E+01
.1214670E+07    .5775632E+12    .9321095E+30    .3685271E+34        -0.2954656772E+00         0.7441849568E+00         0.1348281777E+01
.1214694E+07    .5724392E+12    .9279493E+30    .3685271E+34        -0.2954576525E+00         0.7441909287E+00         0.1348271121E+01
.1214717E+07    .5681188E+12    .9244045E+30    .3685271E+34        -0.2954507583E+00         0.7441960593E+00         0.1348260780E+01
.1214739E+07    .5634787E+12    .9205557E+30    .3685271E+34        -0.2954432137E+00         0.7442016740E+00         0.1348250761E+01
.1214761E+07    .5590148E+12    .9168083E+30    .3685271E+34        -0.2954358084E+00         0.7442071850E+00         0.1348240742E+01
.1214783E+07    .5545578E+12    .9130191E+30    .3685272E+34        -0.2954282604E+00         0.7442128023E+00         0.1348230724E+01
.1214805E+07    .5505460E+12    .9095639E+30    .3685272E+34        -0.2954213253E+00         0.7442179636E+00         0.1348220853E+01
.1214826E+07    .5463963E+12    .9059423E+30    .3685272E+34        -0.2954140019E+00         0.7442234138E+00         0.1348211134E+01
.1214848E+07    .5424177E+12    .9024210E+30    .3685272E+34        -0.2954068282E+00         0.7442287527E+00         0.1348201414E+01
.1214869E+07    .5384431E+12    .8988517E+30    .3685273E+34        -0.2953995033E+00         0.7442342040E+00         0.1348191695E+01
.1214891E+07    .5345317E+12    .8952854E+30    .3685273E+34        -0.2953921310E+00         0.7442396908E+00         0.1348181911E+01
.1214913E+07    .5306814E+12    .8917194E+30    .3685273E+34        -0.2953847055E+00         0.7442452172E+00         0.1348172062E+01
.1214935E+07    .5270032E+12    .8882583E+30    .3685273E+34        -0.2953774471E+00         0.7442506192E+00         0.1348162212E+01
.1214956E+07    .5233266E+12    .8847421E+30    .3685273E+34        -0.2953700217E+00         0.7442561456E+00         0.1348152363E+01
.1214979E+07    .5193787E+12    .8809001E+30    .3685274E+34        -0.2953618489E+00         0.7442622282E+00         0.1348142224E+01
.1215002E+07    .5156717E+12    .8772263E+30    .3685274E+34        -0.2953539761E+00         0.7442680877E+00         0.1348131789E+01
.1215025E+07    .5121453E+12    .8736689E+30    .3685274E+34        -0.2953462993E+00         0.7442738013E+00         0.1348121354E+01
.1215048E+07    .5086182E+12    .8700466E+30    .3685274E+34        -0.2953384284E+00         0.7442796595E+00         0.1348110919E+01
.1215072E+07    .5044560E+12    .8656856E+30    .3685275E+34        -0.2953288805E+00         0.7442867658E+00         0.1348099895E+01
.1215098E+07    .5007378E+12    .8617068E+30    .3685275E+34        -0.2953201011E+00         0.7442933002E+00         0.1348088269E+01
.1215124E+07    .4972198E+12    .8578668E+30    .3685275E+34        -0.2953115667E+00         0.7442996524E+00         0.1348076643E+01
.1215150E+07    .4936982E+12    .8539465E+30    .3685275E+34        -0.2953027917E+00         0.7443061836E+00         0.1348065019E+01
.1215178E+07    .4889133E+12    .8484919E+30    .3685276E+34        -0.2952904797E+00         0.7443153476E+00         0.1348052211E+01
.1215209E+07    .4849340E+12    .8438389E+30    .3685276E+34        -0.2952798823E+00         0.7443232354E+00         0.1348038199E+01
.1215240E+07    .4812006E+12    .8393731E+30    .3685276E+34        -0.2952696302E+00         0.7443308663E+00         0.1348024188E+01
.1215271E+07    .4774589E+12    .8347966E+30    .3685276E+34        -0.2952590422E+00         0.7443387474E+00         0.1348010177E+01
.1215311E+07    .4694067E+12    .8245920E+30    .3685277E+34        -0.2952351386E+00         0.7443565399E+00         0.1347991973E+01
.1215361E+07    .4639609E+12    .8174036E+30    .3685278E+34        -0.2952180573E+00         0.7443692546E+00         0.1347969502E+01
.1215411E+07    .4589949E+12    .8106397E+30    .3685278E+34        -0.2952018032E+00         0.7443813537E+00         0.1347947031E+01
.1215461E+07    .4539952E+12    .8036234E+30    .3685278E+34        -0.2951847590E+00         0.7443940412E+00         0.1347924564E+01
.1215505E+07    .4515339E+12    .8000922E+30    .3685279E+34        -0.2951761101E+00         0.7444004795E+00         0.1347904460E+01
.1215544E+07    .4478237E+12    .7946716E+30    .3685279E+34        -0.2951627428E+00         0.7444104302E+00         0.1347886759E+01
.1215583E+07    .4443356E+12    .7894682E+30    .3685279E+34        -0.2951498072E+00         0.7444200596E+00         0.1347869059E+01
.1215623E+07    .4408341E+12    .7841395E+30    .3685280E+34        -0.2951364560E+00         0.7444299986E+00         0.1347851361E+01
.1215662E+07    .4372933E+12    .7786436E+30    .3685280E+34        -0.2951225751E+00         0.7444403320E+00         0.1347833372E+01
.1215703E+07    .4338709E+12    .7732287E+30    .3685280E+34        -0.2951087898E+00         0.7444505945E+00         0.1347815087E+01
.1215743E+07    .4306307E+12    .7680098E+30    .3685281E+34        -0.2950954009E+00         0.7444605619E+00         0.1347796803E+01
.1215784E+07    .4273792E+12    .7626827E+30    .3685281E+34        -0.2950816309E+00         0.7444708132E+00         0.1347778520E+01
.1215826E+07    .4237711E+12    .7566671E+30    .3685281E+34        -0.2950659561E+00         0.7444824827E+00         0.1347759521E+01
.1215870E+07    .4204372E+12    .7510124E+30    .3685282E+34        -0.2950511007E+00         0.7444935424E+00         0.1347739793E+01
.1215913E+07    .4172664E+12    .7455498E+30    .3685282E+34        -0.2950366382E+00         0.7445043096E+00         0.1347720067E+01
.1215957E+07    .4140847E+12    .7399872E+30    .3685282E+34        -0.2950217989E+00         0.7445153577E+00         0.1347700343E+01
.1216003E+07    .4103951E+12    .7334374E+30    .3685283E+34        -0.2950041799E+00         0.7445284754E+00         0.1347679622E+01
.1216051E+07    .4070515E+12    .7274116E+30    .3685283E+34        -0.2949878312E+00         0.7445406475E+00         0.1347657889E+01
.1216099E+07    .4038588E+12    .7215806E+30    .3685283E+34        -0.2949718835E+00         0.7445525214E+00         0.1347636158E+01
.1216148E+07    .4006554E+12    .7156566E+30    .3685284E+34        -0.2949555526E+00         0.7445646807E+00         0.1347614430E+01
.1216199E+07    .3968321E+12    .7084935E+30    .3685284E+34        -0.2949356320E+00         0.7445795130E+00         0.1347591442E+01
.1216252E+07    .3934073E+12    .7019951E+30    .3685285E+34        -0.2949173937E+00         0.7445930930E+00         0.1347567174E+01
.1216306E+07    .3901250E+12    .6956980E+30    .3685285E+34        -0.2948995695E+00         0.7446063649E+00         0.1347542909E+01
.1216360E+07    .3868320E+12    .6893157E+30    .3685285E+34        -0.2948813511E+00         0.7446199306E+00         0.1347518648E+01
.1216427E+07    .3805047E+12    .6768843E+30    .3685286E+34        -0.2948454198E+00         0.7446466862E+00         0.1347488625E+01
.1216506E+07    .3758880E+12    .6676864E+30    .3685287E+34        -0.2948184500E+00         0.7446667695E+00         0.1347452761E+01
.1216586E+07    .3714946E+12    .6588444E+30    .3685287E+34        -0.2947922111E+00         0.7446863089E+00         0.1347416902E+01
.1216665E+07    .3670776E+12    .6498771E+30    .3685288E+34        -0.2947652829E+00         0.7447063622E+00         0.1347381050E+01
.1216747E+07    .3624117E+12    .6403299E+30    .3685288E+34        -0.2947362562E+00         0.7447279790E+00         0.1347344331E+01
.1216830E+07    .3579622E+12    .6311645E+30    .3685289E+34        -0.2947080376E+00         0.7447489944E+00         0.1347306732E+01
.1216914E+07    .3536840E+12    .6223043E+30    .3685290E+34        -0.2946804239E+00         0.7447695600E+00         0.1347269141E+01
.1216997E+07    .3493886E+12    .6133703E+30    .3685290E+34        -0.2946522408E+00         0.7447905502E+00         0.1347231557E+01
.1217082E+07    .3449988E+12    .6042085E+30    .3685291E+34        -0.2946229771E+00         0.7448123458E+00         0.1347193461E+01
.1217168E+07    .3407227E+12    .5952617E+30    .3685291E+34        -0.2945940391E+00         0.7448338995E+00         0.1347154848E+01
